Data retrieved from old Bach lists
Notice: 
    - exact frequencies are unknown, generic band indicators are used
    - elevations are unknown, a dummy value is used
 
 
        Name    HHMMSS       # MJD    Freq     Elev      Flux    e_Flux  
                                       MHz      deg        Jy        Jy
       2251+158 155150 55167.66100 43000.0   0.0000   25.2340    3.9300
       2251+158 130614 55168.54600 43000.0   0.0000   23.0430    3.2760
       2251+158 135219 55168.57800 43000.0   0.0000   26.0220    3.9280
       2251+158 155150 55168.66100 43000.0   0.0000   23.5180    3.6050
       2251+158 121550 55174.51100 43000.0   0.0000   21.8000    2.5440
       2251+158 122302 55175.51600 43000.0   0.0000   21.7120    2.5760
       2251+158 123014 55176.52100 43000.0   0.0000   27.0610    3.2330
       2251+158 111521 55184.46900 43000.0   0.0000   21.2230    2.4900
       2251+158 112945 55185.47900 43000.0   0.0000   21.5010    2.4670
       2251+158 114116 55187.48700 43000.0   0.0000   26.4180    3.0600
       2251+158 112652 55189.47700 43000.0   0.0000   23.6710    2.6810
       2251+158 105052 55209.45200 43000.0   0.0000   26.3370    2.8630
       2251+158 125150 55209.53600 43000.0   0.0000   28.1800    3.4010
       2251+158 100614 55211.42100 43000.0   0.0000   25.7380    2.6510
       2251+158 125902 53354.54100  5000.0   0.0000   11.1470    0.1200
       2251+158 130028 53356.54200  5000.0   0.0000   11.1160    0.1400
       2251+158 131159 53356.55000  5000.0   0.0000   11.1790    0.1230
       2251+158 141355 53356.59300  5000.0   0.0000   11.0840    0.1210
       2251+158 142400 53356.60000  5000.0   0.0000   11.0410    0.1180
       2251+158 130028 53357.54200  5000.0   0.0000   11.1010    0.1190
       2251+158 131159 53357.55000  5000.0   0.0000   11.0920    0.1190
       2251+158 141355 53357.59300  5000.0   0.0000   11.0870    0.1200
       2251+158 142400 53357.60000  5000.0   0.0000   11.0750    0.1190
       2251+158 130028 53358.54200  5000.0   0.0000   11.0190    0.1320
       2251+158 131159 53358.55000  5000.0   0.0000   10.9050    0.1820
       2251+158 141355 53358.59300  5000.0   0.0000   11.1270    0.1200
       2251+158 142400 53358.60000  5000.0   0.0000   11.1080    0.1190
       2251+158 130028 53359.54200  5000.0   0.0000   11.2220    0.1200
       2251+158 131159 53359.55000  5000.0   0.0000   11.1890    0.1200
       2251+158 141355 53359.59300  5000.0   0.0000   11.1560    0.1190
       2251+158 142400 53359.60000  5000.0   0.0000   11.1530    0.1180
       2251+158 123433 53384.52400  5000.0   0.0000   11.3040    0.1640
       2251+158 123433 53385.52400  5000.0   0.0000   11.3670    0.1640
       2251+158 123433 53386.52400  5000.0   0.0000   11.3460    0.1630
       2251+158 123433 53387.52400  5000.0   0.0000   11.3990    0.1650
       2251+158 132916 53388.56200  5000.0   0.0000   11.6320    0.5920
       2251+158 074340 53445.32200  5000.0   0.0000   11.4580    0.1920
       2251+158 084243 53448.36300  5000.0   0.0000   11.6950    0.1970
       2251+158 075219 53449.32800  5000.0   0.0000   11.6370    0.1960
       2251+158 073921 53450.31900  5000.0   0.0000   11.7130    0.1970
       2251+158 074800 53451.32500  5000.0   0.0000   11.7810    0.1980
       2251+158 114409 53457.48900  5000.0   0.0000   11.0840    0.2410
       2251+158 115540 53457.49700  5000.0   0.0000   11.1520    0.2360
       2251+158 043755 53478.19300  5000.0   0.0000   11.3290    0.2110
       2251+158 044926 53478.20100  5000.0   0.0000   11.3400    0.2090
       2251+158 114955 53478.49300  5000.0   0.0000   11.4240    0.2150
       2251+158 101326 53503.42600  5000.0   0.0000   11.6080    0.2560
       2251+158 102204 53503.43200  5000.0   0.0000   11.3710    0.2580
       2251+158 102916 53503.43700  5000.0   0.0000   11.6820    0.2620
       2251+158 020935 53504.09000  5000.0   0.0000   11.3770    0.2590
       2251+158 021814 53504.09600  5000.0   0.0000   11.4260    0.2580
       2251+158 022526 53504.10100  5000.0   0.0000   11.6910    0.2740
       2251+158 043043 53504.18800  5000.0   0.0000   11.6910    0.2600
       2251+158 043921 53504.19400  5000.0   0.0000   11.4360    0.2550
       2251+158 044800 53504.20000  5000.0   0.0000   11.3890    0.2570
       2251+158 064145 53504.27900  5000.0   0.0000   11.2430    0.2490
       2251+158 065024 53504.28500  5000.0   0.0000   11.4620    0.2540
       2251+158 065736 53504.29000  5000.0   0.0000   11.1590    0.2510
       2251+158 091843 53504.38800  5000.0   0.0000   11.2420    0.2570
       2251+158 092555 53504.39300  5000.0   0.0000   11.3520    0.2610
       2251+158 093433 53504.39900  5000.0   0.0000   11.4630    0.2540
       2251+158 020350 53505.08600  5000.0   0.0000   11.3020    0.2550
       2251+158 042457 53505.18400  5000.0   0.0000   11.6950    0.2570
       2251+158 043209 53505.18900  5000.0   0.0000   11.2320    0.2470
       2251+158 044047 53505.19500  5000.0   0.0000   11.1890    0.2470
       2251+158 063559 53505.27500  5000.0   0.0000   11.4040    0.2530
       2251+158 064438 53505.28100  5000.0   0.0000   11.2320    0.2500
       2251+158 065316 53505.28700  5000.0   0.0000   11.1580    0.2490
       2251+158 091257 53505.38400  5000.0   0.0000   11.3840    0.2510
       2251+158 092136 53505.39000  5000.0   0.0000   11.3830    0.2510
       2251+158 092848 53505.39500  5000.0   0.0000   11.4000    0.2530
       2251+158 023404 53506.10700  5000.0   0.0000   11.7280    0.2670
       2251+158 024243 53506.11300  5000.0   0.0000   11.2290    0.2570
       2251+158 024955 53506.11800  5000.0   0.0000   11.1700    0.2580
       2251+158 043043 53506.18800  5000.0   0.0000   11.3490    0.2510
       2251+158 043921 53506.19400  5000.0   0.0000   11.1030    0.2420
       2251+158 044633 53506.19900  5000.0   0.0000   11.3900    0.2510
       2251+158 065443 53506.28800  5000.0   0.0000   11.3990    0.2470
       2251+158 070321 53506.29400  5000.0   0.0000   11.4120    0.2490
       2251+158 071033 53506.29900  5000.0   0.0000   11.0980    0.2430
       2251+158 080809 53511.33900  5000.0   0.0000   11.5100    0.2800
       2251+158 081648 53511.34500  5000.0   0.0000   11.5310    0.2790
       2251+158 002009 53544.01400  5000.0   0.0000   11.5150    0.2380
       2251+158 075052 53544.32700  5000.0   0.0000   11.3360    0.2360
       2251+158 032136 53545.14000  5000.0   0.0000   11.4920    0.2360
       2251+158 003433 53577.02400  5000.0   0.0000   11.0440    0.2690
       2251+158 021102 53578.09100  5000.0   0.0000   11.4030    0.2810
       2251+158 225345 53587.95400  5000.0   0.0000   11.2860    0.2940
       2251+158 005902 53606.04100  5000.0   0.0000   11.1860    0.2540
       2251+158 200643 53629.83800  5000.0   0.0000   11.4890    0.2490
       2251+158 004604 53630.03200  5000.0   0.0000   11.6060    0.2560
       2251+158 224047 53638.94500  5000.0   0.0000   11.2920    0.2060
       2251+158 183307 53639.77300  5000.0   0.0000   11.2740    0.2070
       2251+158 213433 53639.89900  5000.0   0.0000   11.0850    0.2050
       2251+158 011912 53640.05500  5000.0   0.0000   11.2650    0.2090
       2251+158 123726 53770.52600  5000.0   0.0000   10.8780    0.1790
       2251+158 125024 53770.53500  5000.0   0.0000   10.9980    0.1830
       2251+158 095024 53826.41000  5000.0   0.0000   10.5310    0.2900
       2251+158 004731 53975.03300  5000.0   0.0000   10.6210    0.2410
       2251+158 010028 53975.04200  5000.0   0.0000   10.6300    0.2360
       2251+158 221912 54011.93000  5000.0   0.0000    9.9280    0.1200
       2251+158 200809 54023.83900  5000.0   0.0000   10.1780    0.2230
       2251+158 202233 54023.84900  5000.0   0.0000   10.1730    0.2290
       2251+158 055248 54200.24500  5000.0   0.0000    9.4960    0.1860
       2251+158 060545 54200.25400  5000.0   0.0000    9.6010    0.1880
       2251+158 051521 54276.21900  5000.0   0.0000    9.0490    0.2800
       2251+158 024955 54290.11800  5000.0   0.0000    9.2200    0.1160
       2251+158 030419 54290.12800  5000.0   0.0000    9.2910    0.1290
       2251+158 042916 54297.18700  5000.0   0.0000    9.2920    0.2450
       2251+158 044214 54297.19600  5000.0   0.0000    9.3410    0.2450
       2251+158 222624 54347.93500  5000.0   0.0000    9.5320    0.2720
       2251+158 224047 54347.94500  5000.0   0.0000    9.4540    0.2680
       2251+158 225345 54347.95400  5000.0   0.0000    9.4280    0.2680
       2251+158 230643 54347.96300  5000.0   0.0000    9.4290    0.2690
       2251+158 232652 54373.97700  5000.0   0.0000    9.1060    0.1950
       2251+158 233950 54373.98600  5000.0   0.0000    9.1250    0.1970
       2251+158 220155 54396.91800  5000.0   0.0000    8.8860    0.1920
       2251+158 221452 54396.92700  5000.0   0.0000    8.8640    0.1950
       2251+158 100447 54563.42000  5000.0   0.0000    9.0970    0.2060
       2251+158 214311 54723.90500  5000.0   0.0000    9.4370    0.2210
       2251+158 215609 54723.91400  5000.0   0.0000    9.5210    0.2240
       2251+158 105804 54912.45700  5000.0   0.0000   10.1010    0.3990
       2251+158 111102 54912.46600  5000.0   0.0000   10.2630    0.4620
       2251+158 101745 54953.42900  5000.0   0.0000   10.6780    0.6630
       2251+158 103043 54953.43800  5000.0   0.0000   10.5530    0.6200
       2251+158 040907 55003.17300  5000.0   0.0000    9.8020    0.3050
       2251+158 042331 55003.18300  5000.0   0.0000    9.8320    0.3070
       2251+158 024702 55034.11600  5000.0   0.0000   10.3030    0.4240
       2251+158 030000 55034.12500  5000.0   0.0000   10.2670    0.4350
       2251+158 013921 55063.06900  5000.0   0.0000   10.0730    0.3820
       2251+158 015345 55063.07900  5000.0   0.0000   10.2580    0.3470
       2251+158 211257 55099.88400  5000.0   0.0000    9.6520    0.2060
       2251+158 212721 55099.89400  5000.0   0.0000    9.7040    0.2040
       2251+158 205707 55121.87300  5000.0   0.0000    9.5460    0.2220
       2251+158 211004 55121.88200  5000.0   0.0000    9.5710    0.2220
       2251+158 151004 55209.63200  5000.0   0.0000    9.4830    0.2570
       2251+158 152428 55209.64200  5000.0   0.0000    9.4620    0.2390
       2251+158 181843 53349.76300  8000.0   0.0000    9.7990    0.2350
       2251+158 205248 53349.87000  8000.0   0.0000    9.8700    0.2430
       2251+158 125443 53350.53800  8000.0   0.0000    9.5630    0.2390
       2251+158 145833 53350.62400  8000.0   0.0000    9.6650    0.2370
       2251+158 174116 53350.73700  8000.0   0.0000    9.6640    0.2330
       2251+158 201355 53350.84300  8000.0   0.0000    9.6000    0.2370
       2251+158 120545 53351.50400  8000.0   0.0000    9.9690    0.2480
       2251+158 172400 53351.72500  8000.0   0.0000    9.8490    0.2370
       2251+158 195512 53351.83000  8000.0   0.0000    9.5130    0.2340
       2251+158 120126 53352.50100  8000.0   0.0000    9.7160    0.2470
       2251+158 122136 53382.51500  8000.0   0.0000   10.0910    0.3210
       2251+158 113111 53383.48000  8000.0   0.0000    9.8340    0.3120
       2251+158 142400 53383.60000  8000.0   0.0000   10.1740    0.3230
       2251+158 183433 53387.77400  8000.0   0.0000   10.3060    0.3270
       2251+158 072750 53413.31100  8000.0   0.0000   10.1310    0.2470
       2251+158 081228 53413.34200  8000.0   0.0000   10.3000    0.2520
       2251+158 150419 53417.62800  8000.0   0.0000   10.1830    0.2160
       2251+158 075804 53457.33200  8000.0   0.0000   10.1980    0.3160
       2251+158 080935 53457.34000  8000.0   0.0000   10.0170    0.3110
       2251+158 064438 53464.28100  8000.0   0.0000    9.8640    0.1490
       2251+158 074340 53464.32200  8000.0   0.0000   10.0130    0.1500
       2251+158 081102 53478.34100  8000.0   0.0000    9.9930    0.2920
       2251+158 082233 53478.34900  8000.0   0.0000    9.9340    0.2840
       2251+158 032848 53504.14500  8000.0   0.0000   10.1270    0.2740
       2251+158 033726 53504.15100  8000.0   0.0000   10.2260    0.2950
       2251+158 034438 53504.15600  8000.0   0.0000    9.7170    0.2980
       2251+158 053238 53504.23100  8000.0   0.0000   10.0180    0.2480
       2251+158 053950 53504.23600  8000.0   0.0000    9.9700    0.2320
       2251+158 054702 53504.24100  8000.0   0.0000   10.1040    0.2290
       2251+158 075512 53504.33000  8000.0   0.0000    9.9850    0.2290
       2251+158 080223 53504.33500  8000.0   0.0000    9.7610    0.2320
       2251+158 081102 53504.34100  8000.0   0.0000    9.9700    0.2300
       2251+158 110643 53504.46300  8000.0   0.0000    9.8150    0.2380
       2251+158 111355 53504.46800  8000.0   0.0000    9.6500    0.2300
       2251+158 112233 53504.47400  8000.0   0.0000    9.9800    0.2450
       2251+158 032302 53505.14100  8000.0   0.0000   10.1980    0.2440
       2251+158 033014 53505.14600  8000.0   0.0000   10.0250    0.2490
       2251+158 033852 53505.15200  8000.0   0.0000   10.1350    0.2390
       2251+158 052526 53505.22600  8000.0   0.0000    9.9570    0.2750
       2251+158 053238 53505.23100  8000.0   0.0000   10.0810    0.2270
       2251+158 054116 53505.23700  8000.0   0.0000   10.0980    0.2330
       2251+158 074926 53505.32600  8000.0   0.0000    9.8760    0.2280
       2251+158 075804 53505.33200  8000.0   0.0000    9.9630    0.2320
       2251+158 080516 53505.33700  8000.0   0.0000   10.0120    0.2300
       2251+158 110350 53505.46100  8000.0   0.0000    9.8520    0.2370
       2251+158 111102 53505.46600  8000.0   0.0000    9.9580    0.2350
       2251+158 010740 53506.04700  8000.0   0.0000   10.2340    0.2520
       2251+158 011452 53506.05200  8000.0   0.0000   10.0130    0.2510
       2251+158 012331 53506.05800  8000.0   0.0000   10.1570    0.2400
       2251+158 040907 53506.17300  8000.0   0.0000   10.2430    0.2340
       2251+158 054116 53506.23700  8000.0   0.0000   10.1230    0.2310
       2251+158 054955 53506.24300  8000.0   0.0000    9.7880    0.2280
       2251+158 055707 53506.24800  8000.0   0.0000   10.1750    0.2320
       2251+158 081814 53506.34600  8000.0   0.0000   10.0610    0.2330
       2251+158 051228 53511.21700  8000.0   0.0000    9.8620    0.2430
       2251+158 052107 53511.22300  8000.0   0.0000    9.7920    0.2380
       2251+158 040907 53544.17300  8000.0   0.0000    9.6600    0.2910
       2251+158 233950 53544.98600  8000.0   0.0000    9.7240    0.4580
       2251+158 064731 53545.28300  8000.0   0.0000    9.8750    0.3160
       2251+158 204828 53576.86700  8000.0   0.0000    9.9680    0.2490
       2251+158 033014 53577.14600  8000.0   0.0000    9.4830    0.2270
       2251+158 232819 53577.97800  8000.0   0.0000    9.5930    0.2250
       2251+158 043335 53578.19000  8000.0   0.0000    9.5760    0.2300
       2251+158 212136 53587.89000  8000.0   0.0000    9.8310    0.2840
       2251+158 001004 53588.00700  8000.0   0.0000    9.5430    0.2260
       2251+158 214311 53605.90500  8000.0   0.0000    9.5180    0.3200
       2251+158 045638 53606.20600  8000.0   0.0000    9.5940    0.3300
       2251+158 205707 53629.87300  8000.0   0.0000    9.1050    0.2870
       2251+158 014633 53630.07400  8000.0   0.0000    9.3330    0.3030
       2251+158 213140 53636.89700  8000.0   0.0000    9.4020    0.1980
       2251+158 171102 53637.71600  8000.0   0.0000    9.5020    0.2070
       2251+158 005150 53638.03600  8000.0   0.0000    9.4910    0.2300
       2251+158 141228 53698.59200  8000.0   0.0000   10.0220    0.3500
       2251+158 212009 53698.88900  8000.0   0.0000   10.0450    0.3280
       2251+158 193502 53720.81600  8000.0   0.0000    9.9900    0.2440
       2251+158 170057 53722.70900  8000.0   0.0000    9.6850    0.2360
       2251+158 123307 53740.52300  8000.0   0.0000   10.3210    0.2380
       2251+158 100321 53741.41900  8000.0   0.0000    9.9070    0.2560
       2251+158 105052 53741.45200  8000.0   0.0000   10.1740    0.2260
       2251+158 123559 53741.52500  8000.0   0.0000   10.3070    0.2290
       2251+158 092721 53742.39400  8000.0   0.0000   10.6190    0.2400
       2251+158 095902 53742.41600  8000.0   0.0000    9.8430    0.2280
       2251+158 194047 53742.82000  8000.0   0.0000   10.0960    0.2480
       2251+158 100321 53744.41900  8000.0   0.0000    9.7580    0.3240
       2251+158 123559 53744.52500  8000.0   0.0000   10.2050    0.2310
       2251+158 142526 53765.60100  8000.0   0.0000    9.4710    0.3940
       2251+158 182009 53765.76400  8000.0   0.0000   10.6880    0.3970
       2251+158 114116 53804.48700  8000.0   0.0000   10.2510    0.2830
       2251+158 115414 53804.49600  8000.0   0.0000   10.1860    0.3070
       2251+158 083404 53851.35700  8000.0   0.0000    9.9910    0.3380
       2251+158 084702 53851.36600  8000.0   0.0000    9.7910    0.3300
       2251+158 071619 53860.30300  8000.0   0.0000   10.4690    0.2470
